Id,Team,Match,Time,RecordType,Mode,Leave,AcqLoc,AcqCenter,AcqDis,AcqDrp,DelOrig,DelDest,DelMiss,DriveSta,RobotSta,HPAmp,StageStat,StageAtt,StageLoc,Harmony,Spotlit,ClimbT,OZTime,NZTime,AZTime,Defense,Avoidance,Strategy,Mics,ScouterName,ScouterError,match_event,teammat,TimeCenter
120,frc1942,55,2024-02-27 19:21:34.233,Activities,Teleop,0,OppWing,0,0,0,OppW,Spkr,0,red0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,30000000,-,1942.55,0
121,frc7177,55,2024-02-27 19:21:38.187,Activities,Teleop,0,Source,0,0,0,AllyW,Spkr,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,7177.55,0
122,frc1690,55,2024-02-27 19:21:38.387,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Spkr,0,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,10000000,-,1690.55,0
123,frc1942,55,2024-02-27 19:21:40.270,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Amp,0,red0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,30000000,-,1942.55,0
124,frc4320,55,2024-02-27 19:21:51.770,Activities,Teleop,0,OppWing,0,0,0,AllyW,Spkr,1,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,4320.55,0
125,frc7177,55,2024-02-27 19:22:15.737,Activities,Teleop,0,Source,0,0,0,AllyW,Spkr,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,7177.55,0
126,frc9303,55,2024-02-27 19:22:38.010,Match_Event,Showtime,0,-,0,0,0,-,-,0,blue0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Jialing,0,BrokeDown,9303.55,0
127,frc1942,55,2024-02-27 19:24:08.483,EndMatch,Showtime,0,-,0,0,0,-,-,0,red0,SubW,N,Park,0,A,9,9,0.0,16.0518188,45.666928399999996,76.4536937,0,0,Shooter,9,Nicky,30000000,-,1942.55,0
128,frc1574,55,2024-02-27 19:24:08.497,EndMatch,Showtime,1,-,0,0,0,-,-,0,red1,Podm,N,On,1,L,0,0,26.367785899999998,5.750989199999999,34.592531,28.063511499999997,0,0,Celebity,9,Savannah,20200000,-,1574.55,0
129,frc1690,55,2024-02-27 19:24:08.513,EndMatch,Showtime,1,OppWing,0,0,0,-,-,0,red2,OppS,Y,On,1,R,0,0,4.2331259,30.580198099999997,20.8855708,64.958831,0,0,Celebity,0,Gabriel,10000000,-,1690.55,0
130,frc9303,55,2024-02-27 19:24:08.530,EndMatch,Showtime,0,-,0,0,0,-,-,0,blue0,Amp,N,Else,0,A,9,9,0.0,9.964621,50.547778,78.34878479999999,0,0,,9,Jialing,0,-,9303.55,0
131,frc7177,55,2024-02-27 19:24:08.540,EndMatch,Showtime,1,-,0,0,0,-,-,0,blue1,Podm,Y,Else,0,A,9,9,0.0,77.05274039999999,17.1669221,42.461701,0,1,Hybrid,0,Eric,0,-,7177.55,0
132,frc4320,55,2024-02-27 19:24:08.560,EndMatch,Showtime,1,-,0,0,0,-,-,0,blue2,SubW,N,Park,-1,A,9,9,12.8685963,11.4578049,8.4721069,105.50970249999999,0,0,Shooter,9,Milo,0,-,4320.55,0
133,frc5654,56,2024-02-27 19:25:13.417,Activities,Auto,0,Pre,0,0,0,AllyW,Spkr,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,5654.56,0
134,frc2230,56,2024-02-27 19:25:16.047,Activities,Auto,0,Pre,0,0,0,AllyW,Spkr,1,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,2230.56,0
135,frc6230,56,2024-02-27 19:25:16.450,Activities,Auto,0,Pre,0,0,0,AllyW,Spkr,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,6230.56,0
136,frc5715,56,2024-02-27 19:25:17.893,Activities,Auto,0,Pre,0,0,0,AllyW,Spkr,0,blue0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Jialing,0,-,5715.56,0
137,frc2230,56,2024-02-27 19:25:20.603,Activities,Auto,0,Neutral,1,1,0,-,-,0,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,2230.56,-59
138,frc5715,56,2024-02-27 19:25:23.687,Activities,Auto,0,AllyWing,0,0,0,SubW,Spkr,0,blue0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Jialing,0,-,5715.56,0
139,frc2230,56,2024-02-27 19:25:24.623,Activities,Auto,0,Neutral,0,0,0,AllyW,Spkr,0,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,2230.56,0
140,frc2230,56,2024-02-27 19:25:27.587,Activities,Auto,0,Neutral,2,-1,0,-,-,0,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,2230.56,-52
141,frc9738,56,2024-02-27 19:25:11.227,StartMatch,Auto,0,-,0,0,0,-,-,0,red0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,0,-,9738.56,0
142,frc9738,56,2024-02-27 19:25:29.227,EndAuto,Auto,0,-,0,0,0,-,-,0,red0,Podm,N,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,0,-,9738.56,0
143,frc5715,56,2024-02-27 19:25:11.243,StartMatch,Auto,0,-,0,0,0,-,-,0,blue0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Jialing,0,-,5715.56,0
144,frc5715,56,2024-02-27 19:25:29.243,EndAuto,Auto,1,-,0,0,0,-,-,0,blue0,SubW,N,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Jialing,0,-,5715.56,0
145,frc6230,56,2024-02-27 19:25:12.697,StartMatch,Auto,0,-,0,0,0,-,-,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,6230.56,0
146,frc6230,56,2024-02-27 19:25:30.697,EndAuto,Auto,0,-,0,0,0,-,-,0,blue1,Amp,N,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,6230.56,0
147,frc5654,56,2024-02-27 19:25:12.817,StartMatch,Auto,0,-,0,0,0,-,-,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,5654.56,0
148,frc5654,56,2024-02-27 19:25:30.817,EndAuto,Auto,1,-,0,0,0,-,-,0,red1,SubW,Y,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,5654.56,0
149,frc2679,56,2024-02-27 19:25:13.947,StartMatch,Auto,0,-,0,0,0,-,-,0,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,0,-,2679.56,0
150,frc2679,56,2024-02-27 19:25:31.947,EndAuto,Auto,1,-,0,0,0,-,-,0,red2,OppS,N,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,0,-,2679.56,0
151,frc5654,56,2024-02-27 19:25:34.447,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Spkr,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,5654.56,0
152,frc5654,56,2024-02-27 19:25:40.907,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Spkr,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,5654.56,0
153,frc9738,56,2024-02-27 19:25:42.903,Activities,Teleop,0,Neutral,0,0,1,-,-,0,red0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,0,-,9738.56,0
154,frc5715,56,2024-02-27 19:25:43.287,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Spkr,0,blue0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Jialing,0,-,5715.56,0
155,frc5654,56,2024-02-27 19:25:48.387,Activities,Teleop,0,AllyWing,0,0,0,SubW,Spkr,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,5654.56,0
156,frc2230,56,2024-02-27 19:25:53.963,Activities,Auto,0,AllyWing,0,0,0,AllyW,Amp,0,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,2230.56,0
157,frc5654,56,2024-02-27 19:25:57.177,Activities,Teleop,0,AllyWing,0,0,0,SubW,Spkr,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,5654.56,0
158,frc5715,56,2024-02-27 19:26:00.067,Activities,Teleop,0,Neutral,0,0,0,AllyW,Spkr,1,blue0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Jialing,0,-,5715.56,0
159,frc5715,56,2024-02-27 19:26:08.440,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Spkr,0,blue0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Jialing,0,-,5715.56,0
160,frc9738,56,2024-02-27 19:26:11.513,Activities,Teleop,0,Neutral,0,0,0,Neut,Amp,0,red0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,0,-,9738.56,0
161,frc5654,56,2024-02-27 19:26:17.587,Activities,Teleop,0,Source,0,0,0,AllyW,Spkr,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,5654.56,0
162,frc5715,56,2024-02-27 19:26:20.673,Activities,Teleop,0,Neutral,0,0,0,AllyW,Spkr,0,blue0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Jialing,0,-,5715.56,0
163,frc2230,56,2024-02-27 19:26:24.337,Activities,Auto,0,AllyWing,0,0,0,AllyW,Amp,0,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,2230.56,0
164,frc5654,56,2024-02-27 19:26:32.693,Activities,Teleop,0,Z,0,0,0,SubW,Spkr,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,10100000,-,5654.56,0
165,frc5715,56,2024-02-27 19:26:33.683,Activities,Teleop,0,Neutral,0,0,0,AllyW,Spkr,0,blue0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Jialing,0,-,5715.56,0
166,frc2230,56,2024-02-27 19:26:19.283,StartMatch,Auto,0,-,0,0,0,-,-,0,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,2230.56,0
167,frc2230,56,2024-02-27 19:26:37.283,EndAuto,Auto,1,-,0,0,0,-,-,0,blue2,Podm,Y,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,2230.56,0
168,frc2230,56,2024-02-27 19:26:40.573,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Amp,0,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,2230.56,0
169,frc5715,56,2024-02-27 19:27:02.820,Activities,Teleop,0,OppWing,0,0,0,AllyW,Spkr,0,blue0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Jialing,0,-,5715.56,0
170,frc2230,56,2024-02-27 19:27:02.883,Activities,Teleop,0,OppWing,0,0,0,AllyW,Amp,0,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,2230.56,0
171,frc5715,56,2024-02-27 19:27:23.253,Activities,Teleop,0,OppWing,0,0,0,AllyW,Spkr,0,blue0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Jialing,0,-,5715.56,0
172,frc2230,56,2024-02-27 19:27:26.207,Activities,Teleop,0,OppWing,0,0,0,AllyW,Amp,1,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,2230.56,0
173,frc5715,56,2024-02-27 19:27:37.587,Activities,Teleop,0,OppWing,0,0,0,AllyW,Spkr,1,blue0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Jialing,0,-,5715.56,0
174,frc9738,56,2024-02-27 19:29:01.093,EndMatch,Showtime,0,-,0,0,0,-,-,0,red0,Podm,N,On,1,L,0,0,0.36834079999999997,3.726523,67.300687,54.8781088,1,1,Celebity,9,Nicky,0,-,9738.56,0
175,frc5654,56,2024-02-27 19:29:01.093,EndMatch,Showtime,1,Source,0,0,0,-,-,0,red1,SubW,Y,On,1,L,0,1,11.086986699999999,27.8510617,11.9365618,56.448394099999994,0,0,Hybrid,1,Savannah,10100000,-,5654.56,0
176,frc2679,56,2024-02-27 19:29:01.110,EndMatch,Showtime,1,-,0,0,0,-,-,0,red2,OppS,N,Park,0,A,9,9,0.0,0.0,0.0,136.3471626,3,0,Defense,9,Gabriel,0,-,2679.56,0
177,frc5715,56,2024-02-27 19:29:01.127,EndMatch,Showtime,1,-,0,0,0,-,-,0,blue0,SubW,N,Park,-1,A,9,9,0.9426131999999999,22.103503999999997,27.8297839,94.0176429,0,0,Hybrid,9,Jialing,0,-,5715.56,0
178,frc6230,56,2024-02-27 19:29:01.143,EndMatch,Showtime,0,-,0,0,0,-,-,0,blue1,Amp,N,Park,0,A,9,9,0.0,34.2281737,98.1310285,3.8242304,1,0,Defense,9,Eric,0,-,6230.56,0
179,frc2230,56,2024-02-27 19:29:01.157,EndMatch,Showtime,1,-,0,0,0,-,-,0,blue2,Podm,Y,On,1,L,0,0,9.607294399999999,13.224118299999999,11.135178,28.6583845,0,0,Hybrid,0,Milo,0,-,2230.56,0
180,frc6738,57,2024-02-27 19:29:43.027,Activities,Auto,0,Pre,0,0,0,AllyW,Spkr,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,6738.57,0
181,frc3316,57,2024-02-27 19:29:43.160,Activities,Auto,0,Pre,0,0,0,AllyW,Spkr,0,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,3316.57,0
182,frc9740,57,2024-02-27 19:29:43.280,Activities,Auto,0,Pre,0,0,0,AllyW,Spkr,1,blue0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Jialing,0,-,9740.57,0
183,frc1577,57,2024-02-27 19:29:43.713,Activities,Auto,0,Pre,0,0,0,AllyW,Spkr,0,red0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,0,-,1577.57,0
184,frc1577,57,2024-02-27 19:29:50.220,Activities,Auto,0,AllyWing,0,0,0,AllyW,Spkr,0,red0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,0,-,1577.57,0
185,frc9740,57,2024-02-27 19:29:38.200,StartMatch,Auto,0,-,0,0,0,-,-,0,blue0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Jialing,0,-,9740.57,0
186,frc9740,57,2024-02-27 19:29:56.200,EndAuto,Auto,0,-,0,0,0,-,-,0,blue0,Amp,N,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Jialing,0,-,9740.57,0
187,frc1577,57,2024-02-27 19:29:39.960,StartMatch,Auto,0,-,0,0,0,-,-,0,red0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,0,-,1577.57,0
188,frc1577,57,2024-02-27 19:29:57.960,EndAuto,Auto,1,-,0,0,0,-,-,0,red0,SubW,Y,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,0,-,1577.57,0
189,frc6740,57,2024-02-27 19:29:41.213,StartMatch,Auto,0,-,0,0,0,-,-,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,6740.57,0
190,frc6740,57,2024-02-27 19:29:59.213,EndAuto,Auto,0,-,0,0,0,-,-,0,red1,Amp,N,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,6740.57,0
191,frc6738,57,2024-02-27 19:29:41.227,StartMatch,Auto,0,-,0,0,0,-,-,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,6738.57,0
192,frc6738,57,2024-02-27 19:29:59.227,EndAuto,Auto,1,-,0,0,0,-,-,0,blue1,SubW,Y,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,6738.57,0
193,frc3316,57,2024-02-27 19:29:41.243,StartMatch,Auto,0,-,0,0,0,-,-,0,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,3316.57,0
194,frc3316,57,2024-02-27 19:29:59.243,EndAuto,Auto,0,-,0,0,0,-,-,0,blue2,Podm,N,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,3316.57,0
195,frc6740,57,2024-02-27 19:30:03.120,Activities,Teleop,0,Pre,0,0,0,AllyW,Amp,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,6740.57,0
196,frc6738,57,2024-02-27 19:30:06.657,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Spkr,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,6738.57,0
197,frc6738,57,2024-02-27 19:30:11.663,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Spkr,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,6738.57,0
198,frc1577,57,2024-02-27 19:30:11.907,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Spkr,0,red0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,100000,-,1577.57,0
199,frc6740,57,2024-02-27 19:30:12.220,Activities,Teleop,0,Neutral,0,0,0,Neut,Amp,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,6740.57,0
200,frc3316,57,2024-02-27 19:30:13.733,Activities,Teleop,0,AllyWing,0,0,0,SubW,Spkr,0,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,3316.57,0
201,frc3083,57,2024-02-27 19:30:14.613,Match_Event,Auto,0,-,0,0,0,-,-,0,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,0,BrokeDown,3083.57,0
202,frc1577,57,2024-02-27 19:30:18.060,Activities,Teleop,0,Neutral,0,0,0,AllyW,Spkr,0,red0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,100000,-,1577.57,0
203,frc6738,57,2024-02-27 19:30:19.373,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Spkr,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,6738.57,0
204,frc3316,57,2024-02-27 19:30:20.950,Activities,Teleop,0,AllyWing,0,0,0,SubW,Spkr,0,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,3316.57,0
205,frc6740,57,2024-02-27 19:30:24.777,Activities,Teleop,0,Neutral,0,0,0,Neut,Spkr,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,6740.57,0
206,frc6738,57,2024-02-27 19:30:31.453,Activities,Teleop,0,Neutral,0,0,0,AllyW,Spkr,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,6738.57,0
207,frc3316,57,2024-02-27 19:30:32.333,Activities,Teleop,0,AllyWing,0,0,0,SubW,Spkr,0,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,3316.57,0
208,frc1577,57,2024-02-27 19:30:33.720,Activities,Teleop,0,AllyWing,0,0,0,OppW,Spkr,0,red0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,100000,-,1577.57,0
209,frc1577,57,2024-02-27 19:30:39.347,Activities,Teleop,0,OppWing,0,0,0,AllyW,Amp,0,red0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,100000,-,1577.57,0
210,frc6738,57,2024-02-27 19:30:41.343,Activities,Teleop,0,OppWing,0,0,0,AllyW,Spkr,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,6738.57,0
211,frc6740,57,2024-02-27 19:30:46.440,Activities,Teleop,0,OppWing,0,0,0,AllyW,Spkr,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,6740.57,0
212,frc3316,57,2024-02-27 19:30:54.813,Activities,Teleop,0,OppWing,0,0,0,SubW,Spkr,0,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,3316.57,0
213,frc6738,57,2024-02-27 19:30:56.883,Activities,Teleop,0,OppWing,0,0,0,AllyW,Spkr,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,6738.57,0
214,frc6740,57,2024-02-27 19:31:07.637,Activities,Teleop,0,OppWing,0,0,0,AllyW,Amp,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,6740.57,0
215,frc3316,57,2024-02-27 19:31:09.103,Activities,Teleop,0,OppWing,0,0,0,SubW,Spkr,0,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,3316.57,0
216,frc1577,57,2024-02-27 19:31:12.670,Activities,Teleop,0,OppWing,0,0,0,AllyW,Amp,0,red0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,100000,-,1577.57,0
217,frc3083,57,2024-02-27 19:31:00.437,StartMatch,Auto,0,-,0,0,0,-,-,0,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,0,-,3083.57,0
218,frc3083,57,2024-02-27 19:31:18.437,EndAuto,Auto,1,-,0,0,0,-,-,0,red2,OppS,N,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,0,-,3083.57,0
219,frc6738,57,2024-02-27 19:31:24.843,Activities,Teleop,0,Z,0,0,0,AllyW,Spkr,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,10200000,-,6738.57,0
220,frc1577,57,2024-02-27 19:31:28.353,Activities,Teleop,0,OppWing,0,0,0,AllyW,Spkr,0,red0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,100000,-,1577.57,0
221,frc6738,57,2024-02-27 19:31:30.237,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Spkr,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,10200000,-,6738.57,0
222,frc6740,57,2024-02-27 19:31:31.487,Activities,Teleop,0,Z,0,0,0,AllyW,Amp,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,10000000,-,6740.57,0
223,frc3316,57,2024-02-27 19:31:40.573,Activities,Teleop,0,OppWing,0,0,0,SubW,Spkr,0,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,3316.57,0
224,frc6738,57,2024-02-27 19:31:43.043,Activities,Teleop,0,OppWing,0,0,0,AllyW,Spkr,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,10200000,-,6738.57,0
225,frc6740,57,2024-02-27 19:31:47.340,Activities,Teleop,0,OppWing,0,0,0,AllyW,Amp,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,10000000,-,6740.57,0
226,frc6738,57,2024-02-27 19:31:48.853,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Spkr,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,10200000,-,6738.57,0
227,frc3316,57,2024-02-27 19:31:58.097,Match_Event,Teleop,0,-,0,0,0,-,-,0,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,10200000,TippedOver,3316.57,0
228,frc6738,57,2024-02-27 19:31:59.103,Activities,Teleop,0,OppWing,0,0,0,AllyW,Spkr,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,10200000,-,6738.57,0
229,frc6740,57,2024-02-27 19:32:07.200,Activities,Teleop,0,OppWing,0,0,0,AllyW,Spkr,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,10000000,-,6740.57,0
230,frc1577,57,2024-02-27 19:32:07.400,Activities,Teleop,0,OppWing,0,0,0,Neut,Spkr,0,red0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,200000,-,1577.57,0
231,frc1577,57,2024-02-27 19:33:14.077,EndMatch,Showtime,1,OppWing,0,0,0,-,-,0,red0,SubW,Y,Else,0,A,9,9,0.0,43.9360305,24.364967,69.95920869999999,0,1,Hybrid,0,Nicky,200000,-,1577.57,0
232,frc6740,57,2024-02-27 19:33:14.093,EndMatch,Showtime,0,-,0,0,0,-,-,0,red1,Amp,N,Park,0,A,9,9,0.0,34.5285625,49.1135982,52.837253499999996,0,1,Celebity,9,Savannah,10000000,-,6740.57,0
233,frc3083,57,2024-02-27 19:33:14.107,EndMatch,Showtime,1,-,0,0,0,-,-,0,red2,OppS,N,Else,0,A,9,9,0.0,0.0,0.0,56.7167025,0,0,,9,Gabriel,0,-,3083.57,0
234,frc9740,57,2024-02-27 19:33:14.123,EndMatch,Showtime,0,-,0,0,0,-,-,0,blue0,Amp,N,Park,0,A,9,9,0.0,100.7772682,23.7806553,14.7711353,3,0,Defense,9,Jialing,0,-,9740.57,0
235,frc6738,57,2024-02-27 19:33:14.123,EndMatch,Showtime,1,-,0,0,0,-,-,0,blue1,SubW,Y,On,1,L,0,0,4.5117565,30.5781374,20.8206433,75.37576299999999,0,0,Hybrid,0,Eric,10300000,-,6738.57,0
236,frc3316,57,2024-02-27 19:33:14.140,EndMatch,Showtime,0,OppWing,0,0,0,-,-,0,blue2,Podm,N,Else,0,A,9,9,0.0,37.4932145,35.0144004,64.91023419999999,0,1,Hybrid,9,Milo,0,-,3316.57,0
237,frc9738,58,2024-02-27 19:33:27.463,Activities,Auto,0,Pre,0,0,0,AllyW,Amp,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,9738.58,0
238,frc2230,58,2024-02-27 19:34:04.370,Activities,Auto,0,Neutral,3,1,0,-,-,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,1000,-,2230.58,2
239,frc9738,58,2024-02-27 19:34:05.360,Activities,Auto,0,Z,0,0,0,AllyW,Spkr,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,10000000,-,9738.58,0
